pdbid,pose,rmsd,head
2zb1,2zb1_565,4.410,-2.1830
2yfe,2yfe_973,3.950,3.0190
2yfe,2yfe_985,2.970,5.8320
2yge,2yge_198,1.010,7.2950
2yge,2yge_22,0.570,7.8100
2yge,2yge_252,3.680,-2.7850
2yge,2yge_267,0.620,9.5380
2yge,2yge_269,0.890,6.5430
2yge,2yge_35,0.830,7.3340
2yki,2yki_363,0.280,14.8850
2yki,2yki_401,0.950,8.8430
2yki,2yki_407,0.780,6.4750
2yki,2yki_408,2.050,0.3810
2yki,2yki_441,1.920,1.2210
2yki,2yki_455,1.200,0.3160
2yki,2yki_464,4.070,-2.6910
2yki,2yki_476,2.370,-18.6550
2yki,2yki_483,3.420,-3.2190
2yki,2yki_486,2.480,-4.3900
2yki,2yki_496,3.020,2.9960
2yki,2yki_515,3.060,-4.3170
2yki,2yki_525,5.130,1.4050
2yki,2yki_529,1.610,-2.5170
2yki,2yki_537,2.300,-2.2060
2yki,2yki_549,3.130,2.0350
2zb1,2zb1_568,3.570,4.1320
2zb1,2zb1_570,3.750,3.5190
2zb1,2zb1_573,7.880,4.6050
2zb1,2zb1_576,8.430,0.9920
2zb1,2zb1_577,7.360,2.2720
2zb1,2zb1_578,7.510,-3.4710
2zb1,2zb1_580,8.300,0.3920
2zb1,2zb1_581,8.050,-1.7160
2yki,2yki_569,3.740,-4.9720
2yki,2yki_57,0.810,12.8880
2yki,2yki_573,3.420,-0.2470
2yki,2yki_577,5.190,-7.1800
2yki,2yki_588,1.530,-4.0100
2yki,2yki_592,2.550,-9.1450
2yki,2yki_594,5.130,-6.0710
2yki,2yki_656,4.090,-17.8810
2zb1,2zb1_582,7.870,0.9450
2zb1,2zb1_585,6.590,0.4660
2zb1,2zb1_588,4.430,-0.1840
2zb1,2zb1_590,6.720,-0.5520
2zb1,2zb1_593,8.340,0.0610
2zb1,2zb1_597,8.450,3.6000
2zb1,2zb1_599,6.650,0.4180
2zb1,2zb1_622,6.680,-1.3120
2yki,2yki_660,6.020,6.0200
2yki,2yki_676,3.910,-11.7150
2yki,2yki_678,4.060,-13.2370
2yki,2yki_695,5.570,-10.2130
2yki,2yki_701,0.490,13.8470
2yki,2yki_716,4.350,7.1660
2yki,2yki_719,3.930,8.0620
2yki,2yki_723,2.040,8.4810
2yki,2yki_725,1.990,12.5620
2yki,2yki_729,8.170,4.3680
2yki,2yki_734,4.070,8.0980
2yki,2yki_736,8.210,5.3360
2yki,2yki_739,8.530,5.0860
2yki,2yki_742,8.270,4.9140
2yki,2yki_743,8.430,3.9150
2yki,2yki_747,5.480,8.1430
2zb1,2zb1_686,7.580,4.1440
2zb1,2zb1_688,2.300,0.8380
2zb1,2zb1_689,3.350,5.2150
2zb1,2zb1_699,4.470,0.6220
2zb1,2zb1_726,0.890,8.0750
2zb1,2zb1_741,9.240,6.3050
2zb1,2zb1_742,8.550,5.4520
2zb1,2zb1_744,9.020,5.4970
2zcq,2zcq_259,0.550,7.4880
2zcq,2zcq_263,2.070,5.6950
2zcq,2zcq_27,0.940,6.6260
2zcq,2zcq_274,3.570,5.4340
2zcq,2zcq_281,0.920,6.2100
2zcq,2zcq_284,1.270,7.3960
2zcq,2zcq_311,0.960,8.0830
2zcq,2zcq_36,0.560,7.0250
2zcq,2zcq_369,0.970,8.0750
2zcq,2zcq_423,7.690,1.3730
2zcq,2zcq_427,8.050,-4.0040
2zcq,2zcq_432,6.880,-0.3310
2zcq,2zcq_440,4.060,2.1180
2zcq,2zcq_444,7.450,-4.2180
2zcq,2zcq_447,7.270,-1.3310
2zcq,2zcq_451,8.350,-0.5550
2zcq,2zcq_454,2.550,-2.2780
2zcq,2zcq_457,6.200,-0.1050
2zcq,2zcq_458,8.010,-0.3960
2zcq,2zcq_460,8.090,-5.8570
2zcq,2zcq_461,7.620,1.3340
2zcq,2zcq_462,6.980,-5.4040
2zcq,2zcq_463,1.670,-0.6180
2zcq,2zcq_468,3.960,-3.1950
2zb1,2zb1_98,0.630,10.0990
2zcq,2zcq_1,1.800,7.1710
2zcq,2zcq_10,1.010,5.8070
2zcq,2zcq_12,2.940,5.7100
2zcq,2zcq_168,1.980,7.2000
2zcq,2zcq_213,2.770,6.5560
2zcq,2zcq_227,0.850,6.3600
2zcq,2zcq_254,0.840,6.3950
2zb1,2zb1_665,8.350,1.0450
2zb1,2zb1_667,7.910,-1.7910
2zb1,2zb1_669,1.730,0.2990
2zb1,2zb1_672,1.520,1.9090
2zb1,2zb1_673,6.580,-0.6200
2zb1,2zb1_678,6.750,0.1910
2zb1,2zb1_680,2.030,2.6300
2zb1,2zb1_683,3.070,2.1240
2zb1,2zb1_745,6.870,1.5750
2zb1,2zb1_760,8.950,5.0690
2zb1,2zb1_761,8.900,4.8650
2zb1,2zb1_763,8.280,4.9200
2zb1,2zb1_821,2.020,4.9260
2zb1,2zb1_85,1.040,10.1990
2zb1,2zb1_875,2.110,6.9510
2zb1,2zb1_963,1.470,6.6780
2zb1,2zb1_626,6.490,-0.6180
2zb1,2zb1_636,1.310,-0.4980
2zb1,2zb1_639,3.600,4.2560
2zb1,2zb1_645,2.730,3.0250
2zb1,2zb1_651,3.410,1.6140
2zb1,2zb1_658,6.760,-0.9970
2zb1,2zb1_660,7.820,-0.4430
2zb1,2zb1_663,4.140,-1.9860
2yki,2yki_748,3.770,3.5420
2yki,2yki_749,7.590,2.3610
2yki,2yki_750,8.520,3.7360
2yki,2yki_751,8.370,1.9920
2yki,2yki_753,9.650,2.3420
2yki,2yki_755,7.940,3.2550
2yki,2yki_756,8.300,4.4850
2yki,2yki_757,8.250,4.4060
2yge,2yge_472,2.920,-11.7790
2yge,2yge_476,2.330,-28.1680
2yge,2yge_539,1.430,-1.6170
2yge,2yge_543,4.010,-21.0350
2yge,2yge_559,2.020,-5.4740
2yge,2yge_565,5.120,-4.6290
2yge,2yge_579,2.840,-1.4690
2yge,2yge_580,3.230,-18.8120
2yki,2yki_758,6.650,5.6380
2yki,2yki_759,8.240,5.1100
2yki,2yki_760,5.060,0.9930
2yki,2yki_761,9.780,4.1130
2yki,2yki_762,7.570,3.1340
2yki,2yki_764,6.930,4.1340
2yki,2yki_765,1.890,8.2420
2yki,2yki_766,5.180,4.0950
2yki,2yki_841,1.130,12.1980
2yki,2yki_864,3.800,9.3920
2yki,2yki_866,4.010,5.6880
2yki,2yki_869,7.660,5.9730
2yki,2yki_877,7.570,4.5970
2yki,2yki_879,4.170,4.2410
2yki,2yki_880,6.710,5.0230
2yki,2yki_886,6.730,5.4330
2zcq,2zcq_470,7.790,-2.1780
2zcq,2zcq_471,8.000,-0.1190
2zcq,2zcq_473,7.620,-3.6080
2zcq,2zcq_474,1.950,-1.5960
2zcq,2zcq_475,4.130,-4.8910
2zcq,2zcq_48,0.930,6.0380
2zcq,2zcq_482,4.110,-0.6410
2zcq,2zcq_486,8.450,-5.0620
2yki,2yki_768,4.300,4.9360
2yki,2yki_770,5.140,1.1950
2yki,2yki_771,6.190,-4.3610
2yki,2yki_773,6.480,-5.2470
2yki,2yki_776,6.370,-5.3500
2yki,2yki_777,5.270,-3.6440
2yki,2yki_778,5.730,-4.7100
2yki,2yki_780,2.050,4.3730
2yki,2yki_783,4.800,-5.1020
2yki,2yki_787,4.950,-12.3200
2yki,2yki_796,2.140,9.7560
2yki,2yki_814,1.940,7.2530
2yki,2yki_816,1.130,8.0860
2yki,2yki_818,0.930,11.2200
2yki,2yki_828,1.420,10.5470
2yki,2yki_830,0.980,10.7780
2yge,2yge_586,3.790,1.9400
2yge,2yge_627,6.310,-6.3920
2yge,2yge_629,5.510,-3.7900
2yge,2yge_646,3.920,-2.9110
2yge,2yge_659,5.360,-1.7590
2yge,2yge_664,3.850,-9.6760
2yge,2yge_669,5.690,3.3580
2yge,2yge_679,5.210,-0.3480
2zcq,2zcq_558,4.340,-7.0220
2zcq,2zcq_563,1.970,0.7930
2zcq,2zcq_578,3.910,4.2260
2zcq,2zcq_580,5.300,-10.0030
2zcq,2zcq_581,5.010,1.8880
2zcq,2zcq_583,2.050,-3.2100
2zcq,2zcq_584,5.350,0.0690
2zcq,2zcq_587,5.710,2.6750
2yge,2yge_402,3.060,-8.1210
2yge,2yge_408,2.390,-25.5840
2yge,2yge_410,2.950,-19.8680
2yge,2yge_425,1.950,-11.0150
2yge,2yge_437,0.890,3.9090
2yge,2yge_439,1.680,-0.5380
2yge,2yge_447,2.790,-26.6380
2yge,2yge_467,2.240,-18.4070
2zcq,2zcq_669,2.560,0.7000
2zcq,2zcq_671,2.590,-11.6750
2zcq,2zcq_680,3.110,-1.8570
2zcq,2zcq_682,4.050,-5.1130
2zcq,2zcq_687,9.060,1.9860
2zcq,2zcq_689,8.840,1.6360
2zcq,2zcq_707,6.040,2.6430
2zcq,2zcq_716,7.180,5.0210
2zcq,2zcq_498,8.340,1.3770
2zcq,2zcq_499,5.790,3.2700
2zcq,2zcq_520,3.240,1.6460
2zcq,2zcq_525,4.410,-2.3760
2zcq,2zcq_528,3.540,-0.8320
2zcq,2zcq_529,2.170,3.6720
2zcq,2zcq_542,4.110,2.3210
2zcq,2zcq_554,9.320,4.0900
2zcq,2zcq_726,5.970,5.1230
2zcq,2zcq_743,6.190,1.1380
2zcq,2zcq_745,8.610,4.6460
2zcq,2zcq_747,5.370,4.2810
2zcq,2zcq_756,8.740,4.0660
2zcq,2zcq_76,0.800,6.0580
2zcq,2zcq_762,6.660,1.6710
2zcq,2zcq_769,4.500,3.9960
2zcq,2zcq_593,8.220,3.0830
2zcq,2zcq_598,5.900,-8.8060
2zcq,2zcq_606,4.120,-3.0670
2zcq,2zcq_612,2.560,-0.5120
2zcq,2zcq_620,2.520,-4.8700
2zcq,2zcq_628,3.880,-4.9530
2zcq,2zcq_636,1.790,-4.7230
2zcq,2zcq_665,3.810,0.1850
2zcq,2zcq_927,6.420,1.4510
2zcq,2zcq_942,5.800,2.7100
2zcq,2zcq_960,9.070,2.4660
2zcq,2zcq_961,9.040,2.3370
2zcq,2zcq_969,7.870,1.4360
2zcq,2zcq_971,5.430,1.7240
2zcq,2zcq_98,3.060,4.4620
2zcr,2zcr_187,0.760,8.8420
2zcq,2zcq_784,3.530,3.9170
2zcq,2zcq_785,6.790,-0.3350
2zcq,2zcq_786,6.260,3.9260
2zcq,2zcq_787,4.310,0.4720
2zcq,2zcq_860,7.790,3.8340
2zcq,2zcq_88,1.900,4.1340
2zcq,2zcq_888,6.490,-2.8190
2zcq,2zcq_91,1.060,6.8240
2yge,2yge_686,6.170,0.3140
2yge,2yge_687,2.830,-4.7720
2yge,2yge_697,5.290,2.6460
2yge,2yge_705,0.910,6.7240
2yge,2yge_713,0.850,7.8900
2yge,2yge_721,1.120,7.9480
2yge,2yge_730,0.840,7.2640
2yge,2yge_74,0.680,9.3660
2yge,2yge_748,3.820,3.6290
2yge,2yge_753,1.120,3.6940
2yge,2yge_758,4.360,4.3090
2yge,2yge_760,1.370,4.6890
2yge,2yge_761,2.140,5.3860
2yge,2yge_766,4.790,3.3570
2yge,2yge_768,5.200,4.3910
2yge,2yge_769,5.020,4.7020
2yge,2yge_792,4.210,-10.9130
2yge,2yge_798,3.640,-16.6050
2yge,2yge_842,1.250,6.6700
2yge,2yge_882,0.970,7.2070
2yge,2yge_892,4.660,3.0140
2yge,2yge_966,1.080,6.7450
2yge,2yge_985,1.200,6.2910
2yki,2yki_239,0.640,12.1560
2zcr,2zcr_216,2.300,6.1450
2zcr,2zcr_273,0.600,6.7440
2zcr,2zcr_28,2.630,2.9440
2zcr,2zcr_283,0.930,6.3640
2zcr,2zcr_294,1.020,7.4770
2zcr,2zcr_296,0.870,7.6920
2zcr,2zcr_318,0.910,8.8800
2zcr,2zcr_324,0.850,8.9430
2zcr,2zcr_418,8.350,-5.2610
2zcr,2zcr_422,9.450,-1.1010
2zcr,2zcr_423,8.390,-1.4160
2zcr,2zcr_424,2.400,0.9570
2zcr,2zcr_429,6.090,4.2130
2zcr,2zcr_437,8.920,0.6690
2zcr,2zcr_438,8.170,1.4070
2zcr,2zcr_440,2.660,-4.2080
2zcr,2zcr_444,3.330,-1.2600
2zcr,2zcr_447,3.020,-8.6300
2zcr,2zcr_452,8.780,-0.7910
2zcr,2zcr_453,9.470,-5.1410
2zcr,2zcr_460,9.020,-2.7230
2zcr,2zcr_464,1.860,-5.8300
2zcr,2zcr_465,5.480,-0.2330
2zcr,2zcr_466,8.300,3.2040
2zcr,2zcr_772,6.190,3.6750
2zcr,2zcr_776,5.670,4.5950
2zcr,2zcr_777,5.830,3.2240
2zcr,2zcr_778,5.860,4.1340
2zcr,2zcr_780,7.570,4.3270
2zcr,2zcr_781,9.600,2.2100
2zcr,2zcr_782,5.440,4.5020
2zcr,2zcr_783,5.430,4.7100
2yge,2yge_770,4.290,-3.6360
2yge,2yge_772,3.940,2.6440
2yge,2yge_773,5.030,-1.0980
2yge,2yge_778,3.240,-3.9000
2yge,2yge_781,4.090,-0.8110
2yge,2yge_784,4.110,0.9930
2yge,2yge_786,4.160,-2.7230
2yge,2yge_787,4.860,-2.4870
2zcr,2zcr_636,2.910,0.1890
2zcr,2zcr_658,4.270,-3.6210
2zcr,2zcr_664,1.630,-6.2100
2zcr,2zcr_678,1.530,0.8280
2zcr,2zcr_699,4.520,-6.5260
2zcr,2zcr_709,5.200,4.1520
2zcr,2zcr_721,5.720,4.3880
2zcr,2zcr_723,5.620,3.4920
2zcr,2zcr_33,1.140,5.9500
2zcr,2zcr_351,0.850,8.9060
2zcr,2zcr_358,2.060,8.4340
2zcr,2zcr_37,0.350,8.0000
2zcr,2zcr_383,1.390,8.1870
2zcr,2zcr_398,2.270,6.1530
2zcr,2zcr_407,8.940,1.5740
2zcr,2zcr_409,2.490,2.5910
2zcr,2zcr_468,8.640,-1.3070
2zcr,2zcr_474,9.250,-4.5730
2zcr,2zcr_475,9.270,-1.1660
2zcr,2zcr_495,1.680,4.4850
2zcr,2zcr_500,8.820,1.7680
2zcr,2zcr_52,1.110,6.6210
2zcr,2zcr_543,3.010,-3.6100
2zcr,2zcr_548,2.170,1.5090
2zcr,2zcr_557,4.580,-7.9220
2zcr,2zcr_578,3.130,-5.7950
2zcr,2zcr_580,4.080,1.5220
2zcr,2zcr_589,1.290,2.5610
2zcr,2zcr_591,2.370,1.6810
2zcr,2zcr_603,3.130,-1.8320
2zcr,2zcr_625,3.080,-5.3500
2zcr,2zcr_634,4.110,0.2690
2zcr,2zcr_730,3.450,7.2810
2zcr,2zcr_737,4.050,5.9100
2zcr,2zcr_746,4.410,6.9530
2zcr,2zcr_75,0.700,7.0380
2zcr,2zcr_762,6.220,4.5150
2zcr,2zcr_765,3.880,3.8380
2zcr,2zcr_767,8.630,1.5540
2zcr,2zcr_769,7.140,4.7530
2zcr,2zcr_786,6.350,5.1870
2zcr,2zcr_787,6.880,4.8550
2zcr,2zcr_788,4.060,5.9910
2zcr,2zcr_8,1.400,6.5410
2zcr,2zcr_80,0.900,7.0800
2zcr,2zcr_834,5.620,4.3130
2zcr,2zcr_846,3.290,5.1770
2zcr,2zcr_869,4.290,4.7730
2zy1,2zy1_109,2.070,6.7150
2zy1,2zy1_113,2.400,7.9020
2zy1,2zy1_119,1.420,7.6760
2zy1,2zy1_130,1.920,6.7490
2zy1,2zy1_160,2.660,6.2220
2zy1,2zy1_163,2.740,7.0150
2zy1,2zy1_165,2.590,6.4370
2zy1,2zy1_166,1.520,7.9150
2zcr,2zcr_877,3.770,5.5440
2zcr,2zcr_882,6.040,1.6530
2zcr,2zcr_883,4.540,3.4290
2zda,2zda_101,6.050,5.1200
2zda,2zda_108,4.880,6.4340
2zda,2zda_116,7.680,5.5950
2zda,2zda_132,5.820,5.6430
2zda,2zda_142,0.670,7.9530
2zy1,2zy1_171,2.000,6.3770
2zy1,2zy1_172,0.950,7.8490
2zy1,2zy1_173,3.600,6.3820
2zy1,2zy1_175,1.130,7.4780
2zy1,2zy1_214,2.000,6.2630
2zy1,2zy1_216,7.010,4.6710
2zy1,2zy1_220,5.630,6.1250
2zy1,2zy1_224,3.710,5.2670
2zy1,2zy1_225,2.290,5.4540
2zy1,2zy1_231,9.060,6.3230
2zy1,2zy1_233,6.030,6.9540
2zy1,2zy1_234,5.920,3.8420
2zy1,2zy1_241,7.360,4.7410
2zy1,2zy1_246,3.490,5.9170
2zy1,2zy1_251,4.300,2.7610
2zy1,2zy1_256,3.330,6.1740
2zy1,2zy1_257,5.330,3.0640
2zy1,2zy1_264,2.260,6.3370
2zy1,2zy1_273,4.730,6.6630
2zy1,2zy1_292,4.500,3.0260
2zy1,2zy1_306,4.170,7.9170
2zy1,2zy1_328,6.040,7.8690
2zy1,2zy1_335,3.480,8.0640
2zy1,2zy1_35,6.030,6.5530
2zy1,2zy1_396,1.900,8.5800
2zy1,2zy1_410,4.040,5.2380
2zy1,2zy1_411,7.670,1.8430
2zy1,2zy1_415,6.960,3.1560
2zy1,2zy1_418,8.500,4.0320
2zy1,2zy1_421,8.570,-9.1470
2zy1,2zy1_422,3.710,-5.3250
2zy1,2zy1_435,7.220,0.8390
2zda,2zda_435,2.370,-5.8550
2zda,2zda_442,7.530,-16.3060
2zda,2zda_447,4.680,-13.2800
2zda,2zda_45,3.460,5.9200
2zda,2zda_470,8.420,3.8400
2zda,2zda_498,2.030,-9.6430
2zda,2zda_5,1.730,6.4140
2zda,2zda_500,4.960,-3.0600
2zda,2zda_615,4.820,-10.4540
2zda,2zda_627,7.100,2.6020
2zda,2zda_633,2.040,-3.1520
2zda,2zda_643,7.500,-0.7710
2zda,2zda_664,6.670,0.1520
2zda,2zda_671,7.860,-4.0540
2zda,2zda_677,5.560,-2.3870
2zda,2zda_694,8.420,3.8400
3acw,3acw_500,2.130,2.5810
3acw,3acw_525,3.570,4.3380
3acw,3acw_531,3.170,6.9210
3acw,3acw_537,4.200,1.9740
3acw,3acw_542,4.120,4.3890
3acw,3acw_547,4.740,1.5290
3acw,3acw_552,7.010,5.4350
3acw,3acw_559,3.380,-2.8420
2zda,2zda_506,6.910,3.7650
2zda,2zda_525,1.930,-3.6360
2zda,2zda_533,1.930,-8.1830
2zda,2zda_54,3.710,7.0610
2zda,2zda_558,5.730,-1.3330
2zda,2zda_561,3.570,-2.6620
2zda,2zda_573,2.800,-1.3760
2zda,2zda_589,7.380,-1.5060
3acw,3acw_629,7.060,4.5120
3acw,3acw_635,5.070,2.4610
3acw,3acw_636,0.880,6.2720
3acw,3acw_642,4.930,2.6330
3acw,3acw_644,1.380,7.0370
3acw,3acw_645,5.490,1.4680
3acw,3acw_659,7.850,5.3300
3acw,3acw_661,4.260,0.3380
3acw,3acw_562,3.600,5.3900
3acw,3acw_566,4.470,4.6070
3acw,3acw_578,4.370,0.6110
3acw,3acw_592,6.500,4.6370
3acw,3acw_608,4.090,2.5510
3acw,3acw_612,3.690,2.0250
3acw,3acw_624,1.640,3.7990
3acw,3acw_625,5.070,0.9760
3acw,3acw_445,2.200,3.5430
3acw,3acw_451,6.600,1.4120
3acw,3acw_455,0.890,7.7310
3acw,3acw_465,0.940,6.9190
3acw,3acw_467,6.670,4.1200
3acw,3acw_480,6.340,2.0010
3acw,3acw_486,3.240,1.5960
3acw,3acw_492,6.520,2.5810
2zy1,2zy1_451,8.210,0.4930
2zy1,2zy1_452,4.110,-4.1170
2zy1,2zy1_453,3.860,-2.6740
2zy1,2zy1_457,6.800,2.7050
2zy1,2zy1_461,9.180,-0.6810
2zy1,2zy1_463,3.950,-6.4410
2zy1,2zy1_464,9.090,1.2140
2zy1,2zy1_468,2.270,-3.9850
2zy1,2zy1_916,3.470,4.3590
2zy1,2zy1_985,9.070,3.5380
2zy1,2zy1_992,4.340,2.8000
3acw,3acw_145,1.360,8.6840
3acw,3acw_281,1.610,8.8250
3acw,3acw_411,0.850,8.3730
3acw,3acw_432,1.590,5.6870
3acw,3acw_435,0.800,7.8830
2zda,2zda_345,7.450,6.1750
2zda,2zda_379,4.820,6.4550
2zda,2zda_382,7.500,5.3810
2zda,2zda_391,5.690,6.5340
2zda,2zda_393,6.270,7.3110
2zda,2zda_414,6.690,-14.8730
2zda,2zda_429,5.520,2.7480
2zda,2zda_434,4.910,-8.2490
2zda,2zda_156,6.220,5.3320
2zda,2zda_157,5.180,5.5060
2zda,2zda_167,1.590,6.4380
2zda,2zda_170,0.930,7.4460
2zda,2zda_174,6.490,6.7820
2zda,2zda_182,7.010,6.8130
2zda,2zda_192,6.580,5.1610
2zda,2zda_196,6.000,5.3110
2zy1,2zy1_469,2.180,-1.6040
2zy1,2zy1_473,9.100,-1.6050
2zy1,2zy1_475,5.100,-1.1300
2zy1,2zy1_476,7.970,1.6610
2zy1,2zy1_482,8.280,0.2470
2zy1,2zy1_483,8.780,-2.7600
2zy1,2zy1_484,1.820,2.2830
2zy1,2zy1_490,8.640,-2.6330
2zda,2zda_2,0.980,8.6130
2zda,2zda_205,1.960,7.1160
2zda,2zda_212,3.120,6.1320
2zda,2zda_218,6.900,5.5710
2zda,2zda_224,6.660,4.5670
2zda,2zda_23,0.750,9.3560
2zda,2zda_232,0.740,7.2710
2zda,2zda_255,3.960,0.2760
2zda,2zda_259,2.670,1.2410
2zda,2zda_262,2.070,6.0940
2zda,2zda_264,0.760,5.8530
2zda,2zda_266,2.900,3.8820
2zda,2zda_27,2.560,6.9820
2zda,2zda_270,1.480,5.1680
2zda,2zda_272,1.230,6.7010
2zda,2zda_274,1.840,3.6060
2zda,2zda_277,0.430,8.3720
2zda,2zda_289,8.890,2.7940
2zda,2zda_29,0.620,8.9160
2zda,2zda_295,5.880,2.4860
2zda,2zda_299,0.460,7.9850
2zda,2zda_302,8.020,5.4030
2zda,2zda_311,8.140,7.1340
2zda,2zda_338,4.070,6.6970
2zy1,2zy1_495,9.630,0.7380
2zy1,2zy1_496,8.010,-1.2850
2zy1,2zy1_50,5.860,7.6100
2zy1,2zy1_500,9.440,1.0950
2zy1,2zy1_539,5.310,-0.1220
2zy1,2zy1_542,7.860,1.8120
2zy1,2zy1_556,8.910,0.4180
2zy1,2zy1_561,6.410,4.8890
2zy1,2zy1_575,2.030,1.6480
2zy1,2zy1_598,8.900,0.7030
2zy1,2zy1_603,9.850,-1.8160
2zy1,2zy1_606,7.070,-0.5690
2zy1,2zy1_608,6.670,-2.3040
2zy1,2zy1_615,9.590,-3.6230
2zy1,2zy1_622,5.260,-2.5300
2zy1,2zy1_631,8.010,-3.3270
2zda,2zda_698,3.750,-8.9660
2zda,2zda_739,2.700,7.3220
2zda,2zda_748,1.170,7.5860
2zda,2zda_751,4.060,4.5060
2zda,2zda_753,3.720,5.5670
2zda,2zda_758,5.420,4.9590
2zda,2zda_763,3.080,5.0140
2zda,2zda_766,3.980,2.5370
2zda,2zda_767,5.270,6.2210
2zda,2zda_772,4.340,4.1250
2zda,2zda_773,3.860,3.3860
2zda,2zda_777,2.950,6.1610
2zda,2zda_80,4.930,5.3770
2zda,2zda_835,0.930,8.2920
2zda,2zda_860,1.040,8.1990
2zda,2zda_89,7.030,6.0030
2zy1,2zy1_669,5.930,-2.5250
2zy1,2zy1_670,9.080,-2.0540
2zy1,2zy1_675,6.310,0.2020
2zy1,2zy1_684,4.040,-2.8110
2zy1,2zy1_739,1.570,3.2750
2zy1,2zy1_746,7.950,1.6050
2zy1,2zy1_753,6.840,-1.2890
2zy1,2zy1_756,3.900,3.0030
2zy1,2zy1_76,6.130,8.6060
2zy1,2zy1_769,7.330,1.5300
2zy1,2zy1_771,7.410,3.6160
2zy1,2zy1_778,4.430,3.2820
2zy1,2zy1_81,5.770,7.9760
2zy1,2zy1_845,4.930,4.0000
2zy1,2zy1_885,5.060,3.8990
2zy1,2zy1_911,1.700,5.9960
3acw,3acw_664,4.650,0.5850
3acw,3acw_667,2.130,5.3320
3acw,3acw_676,3.800,2.6290
3acw,3acw_678,2.080,5.0450
3acw,3acw_681,4.100,2.9900
3acw,3acw_697,2.020,5.3970
3acw,3acw_700,1.230,6.3100
3acw,3acw_720,8.500,5.1460
3acw,3acw_721,2.320,6.1500
3acw,3acw_722,8.580,5.5260
3acw,3acw_723,2.460,6.9090
3acw,3acw_730,8.390,3.6500
3acw,3acw_732,1.180,8.4800
3acw,3acw_735,8.460,5.1800
3acw,3acw_737,9.530,5.4330
3acw,3acw_738,8.150,3.0940
3acw,3acw_809,0.580,9.3250
3acw,3acw_860,1.880,8.8030
3acw,3acw_861,8.220,4.6230
3acw,3acw_865,9.220,5.1190
3acw,3acw_866,8.480,5.0690
3acw,3acw_870,8.140,3.0710
3acw,3acw_872,9.070,5.0500
3acw,3acw_877,3.260,5.4250
3acw,3acw_740,1.680,1.5590
3acw,3acw_741,8.200,3.6220
3acw,3acw_743,9.420,4.5560
3acw,3acw_744,9.350,4.2920
3acw,3acw_745,9.390,4.3970
3acw,3acw_746,9.160,5.9500
3acw,3acw_749,3.750,6.6320
3acw,3acw_750,2.540,0.8130
3acw,3acw_757,6.650,3.1130
3acw,3acw_760,9.510,2.1540
3acw,3acw_763,6.760,5.0800
3acw,3acw_776,5.560,1.4260
3acw,3acw_780,5.550,1.3080
3acw,3acw_781,6.800,7.2020
3acw,3acw_791,6.330,4.8380
3acw,3acw_797,6.350,4.8990
3acw,3acw_879,2.160,7.6460
3acw,3acw_883,9.200,5.5280
3acw,3acw_888,8.190,3.2120
3acw,3acw_905,0.730,8.8640
3acw,3acw_939,0.850,8.4070
3acw,3acw_951,0.940,9.1850
3acw,3acw_968,3.040,7.1610
3acw,3acw_977,2.940,7.8470
3ao4,3ao4_117,4.830,4.3180
3ao4,3ao4_118,8.090,3.3550
3ao4,3ao4_165,0.610,6.4580
3ao4,3ao4_174,8.020,3.4480
3ao4,3ao4_195,0.680,5.2080
3ao4,3ao4_200,0.550,6.6650
3ao4,3ao4_281,0.560,4.1130
3ao4,3ao4_350,0.650,6.7650
3ao4,3ao4_762,9.410,1.1910
3ao4,3ao4_763,7.740,2.7510
3ao4,3ao4_764,8.290,1.9060
3ao4,3ao4_765,9.650,1.0980
3ao4,3ao4_766,9.350,0.8050
3ao4,3ao4_768,8.500,0.8080
3ao4,3ao4_769,7.460,0.8170
3ao4,3ao4_771,7.420,0.1250
3ao4,3ao4_456,0.800,2.1170
3ao4,3ao4_473,4.460,-1.4320
3ao4,3ao4_476,3.020,4.9480
3ao4,3ao4_477,2.430,-3.8040
3ao4,3ao4_479,1.630,1.3990
3ao4,3ao4_481,0.910,1.7980
3ao4,3ao4_499,1.790,-3.6170
3ao4,3ao4_520,2.620,4.4440
3ao4,3ao4_385,0.780,6.3320
3ao4,3ao4_420,3.010,-4.0530
3ao4,3ao4_428,3.690,4.5450
3ao4,3ao4_438,1.480,0.3390
3ao4,3ao4_440,3.670,4.2210
3ao4,3ao4_443,3.740,-6.8360
3ao4,3ao4_446,2.260,-7.1060
3ao4,3ao4_451,1.420,0.2740
3ao4,3ao4_749,5.660,0.4050
3ao4,3ao4_750,7.840,2.3880
3ao4,3ao4_752,6.950,0.2980
3ao4,3ao4_755,8.490,1.1560
3ao4,3ao4_757,8.210,1.1990
3ao4,3ao4_758,8.710,1.3490
3ao4,3ao4_759,7.570,1.1360
3ao4,3ao4_760,8.130,1.5550
3ao4,3ao4_572,3.360,1.3550
3ao4,3ao4_582,3.420,-5.1750
3ao4,3ao4_585,2.260,3.2700
3ao4,3ao4_593,3.650,3.7860
3ao4,3ao4_628,2.620,1.1370
3ao4,3ao4_650,3.620,0.5630
3ao4,3ao4_655,1.600,0.4960
3ao4,3ao4_657,2.030,2.2430
3ao4,3ao4_772,7.330,2.0730
3ao4,3ao4_773,6.640,2.8630
3ao4,3ao4_774,7.770,2.8360
3ao4,3ao4_776,6.200,-0.9790
3ao4,3ao4_779,6.360,-2.3350
3ao4,3ao4_780,2.120,-5.5850
